FID,ref_tn_cod,id_thiesse,type,area_m2,road_density_mean,school_kde_mean
1535,165351,1985,0,2875877.4980696025,0.28766530752182007,0.4916943855145398
1536,325862,3333,1,9152510.914536964,0.0,0.0
1537,635455,283,1,2281297.950243009,0.041593248880285226,0.037907043495812476
1538,435454,927,0,1929503.9487881926,0.02647922171377822,0.010411300814073337
1539,145851,2099,1,135547.6926139721,0.0,0.0
1540,155454,4450,0,1136013.9211385362,0.8958093374967575,0.7645055651664734
1541,515353,2574,1,18537.277244847624,0.5714491009712219,0.178789883852005
1542,155752,4470,0,334688.0961970495,0.021307540099310168,0.023346476381549897
1543,215752,1918,1,53071.53901686864,0.026974638576729822,0.05802124950213958
1544,525852,2609,1,161859.4654261454,0.027864994136882155,0.04497902247333128
1545,435257,997,0,1186715.6413773794,0.0,0.0
1546,415852,944,1,1989831.9045462797,0.011186376770648768,0.02458543525022193
1547,525257,2469,0,4872115.869816491,0.8555203080177307,0.1717008501291275
1548,176152,3955,1,29.85550977299252,0.8798159956932068,0.15638013184070587
1549,315451,4024,1,38677.187698336544,0.016426845788955688,0.004304496778922467
1550,175455,1697,0,8572272.611037746,0.0,0.0
1551,515155,2643,1,161213.42892768173,0.026367417427108568,0.025399209986276487
1552,415252,3419,1,719712.0690335219,0.03579315695958801,0.011645032696868604
1553,426355,199,0,14708248.51705457,0.0,0.0
1554,525756,2677,1,1349856.7267727894,0.029644670223610267,0.028663170627421804
1555,415463,1819,0,38906211.64950164,0.022286239707975164,0.035036530505093574
1556,515751,587,1,61939.17901288753,0.021564116701483727,0.212285178899765
1557,535451,2390,1,12345.768753067381,0.02019838895648718,0.0759570449590683
1558,125651,3848,1,215673.63129504235,0.0156699251383543,0.033209214359521864
1559,625351,10,1,9242416.875860153,0.035402918076616226,0.026876772280340477
1560,535265,2334,0,932202.731410275,0.028370289539452642,0.04715720599051565
1561,116455,3683,1,1319249.3319100807,0.035389631215439414,0.04222436092843695
1562,415854,969,0,2675537.691536786,0.04240942746400833,0.1686240010536634
1563,436056,693,1,237329.2854998591,0.005852676901325095,0.00025723993941658926
1564,615852,156,1,8755030.494453752,0.01612847247000398,0.029471134863280016
1565,535252,2299,1,73669.46624029538,0.0,0.0
1566,335161,3397,1,572824.5028280016,0.0,0.0
1567,335652,3091,1,2860250.697921821,0.03349626064300537,0.1799660548567772
1568,156452,4231,0,9184522.992472172,0.055400177497755394,0.0273819968781688
1569,116458,3581,1,577950.2354095412,0.0,0.0
1570,335254,3268,0,337055.0143564747,0.06483611091971397,0.21019469760358334
1571,245154,1850,1,2206.025199272564,0.023103261288333607,0.020839795401853906
1572,246154,1906,0,18664534.822290342,0.022514897957444192,0.0907364958897233
1573,535456,2440,1,6356643.258875565,0.01561020582625078,0.009590991317247355
1574,116064,3848,1,41645.34908968041,0.012922617737841244,0.005865011902439549
1575,116555,3780,1,42.21586181303253,0.05930131860077381,0.015490387100726366
1576,225556,1390,0,6060725.483081269,0.0,0.0
1577,336062,3284,0,70305.38496740918,0.0246411708459693,0.016634633145173484
1578,245155,1759,0,11227661.445828978,0.00876940693706274,0.013798119213718634
1579,346356,2738,0,3025926.8355149874,0.009344450198113918,0.023055369034409523
1580,415256,3428,0,19152473.818301942,0.017297273322024888,0.03416791659818809
1581,316058,4096,1,835956.9655444933,0.4855314791202545,0.3526277414390019
1582,175458,2141,0,7518024.446707997,0.0,0.0
1583,435357,941,0,4001.5009503592687,0.03162737190723419,0.1114780604839325
1584,165251,3493,0,7461135.421822901,0.0035368417560345156,0.029834549318448724
1585,615654,55,1,126298.57597864786,0.002713873992920463,0.007583458038844162
1586,235954,1422,0,3388261.8958668243,0.02390022948384285,0.0
1587,435855,669,0,534437.0558688948,0.12960034608840942,0.2952225133776665
1588,315952,4101,0,16982440.849131312,0.0,0.0
1589,175455,2143,0,2435216.2676124126,0.02458309244526469,0.05090920772889386
1590,246058,1822,0,3390602.9049225906,0.03850378377557579,0.018301097854521185
1591,335253,3098,1,5440567.384445688,0.0,0.0
1592,415264,1849,0,12625.858649222222,0.9105447977781296,0.633717954158783
1593,615951,338,1,485873.82245868386,0.016873407949294362,0.02677667997777462
1594,175852,2222,0,12573967.902353756,0.06403175893764981,0.013212230346590139
1595,246152,1911,0,8341983.048852141,0.029974793484347447,0.026955117330076956
1596,125157,3864,1,550571.3913470719,0.9097615862792393,0.3745396379029976
1597,326151,4416,1,183664.76158427366,0.1963412780314684,0.4021628759801388
1598,316551,3982,1,145727.72304257046,0.2981393188238144,0.16728328061955317
1599,175855,2229,1,5086.5310644385845,0.047297295182943344,0.1654585897922516
1600,156151,4256,1,1657030.5366503152,0.0,0.0
1601,165457,1939,0,1360091.2492079337,0.03294391645804832,0.0062159726910881305
1602,245155,1755,0,597923.7988930512,0.008420632238752565,0.0014183215830466229
1603,515155,2705,1,89037.90310989053,0.02774583175778389,0.017693299800157547
1604,215461,2131,0,3610018.770536138,0.015082663923459756,0.01491652727113859
1605,165461,1976,0,20466006.60450714,0.041059631793885616,0.03764583393931389
1606,245956,1731,0,286770.3368779328,0.027449323242763057,0.10785253404174
1607,415460,4080,0,4167179.617560066,0.04460812319873595,0.018522673755202418
1608,335157,3369,0,11270290.573417835,0.004528464283794165,0.027558662462979555
1609,116657,3600,1,27806.81729704606,0.0,0.0
1610,415751,978,0,927528.7136590539,0.01482558310766455,0.031014600040679668
1611,245457,1861,0,32000773.07009492,0.04115589130579266,0.013821145605148978
1612,525460,2510,0,59031118.07684065,0.02363067721792807,0.07493036581824224
1613,225553,1383,0,11627024.59891114,0.027667416259646416,0.052468464117158546
1614,135351,3572,1,95061.53125076398,0.6729921102523804,0.2583344280719757
1615,175153,2273,1,229353.02667916904,0.0032592863919070135,0.015180158193146946
1616,346058,2973,0,24969.21214237231,0.0,0.0
1617,116456,3683,1,14245.763881345949,0.027343748864950612,0.033215749775990844
1618,515654,595,0,33029637.88088639,0.018206017146146062,0.022006597980511505
1619,115658,3792,1,195117.57177197194,0.01422291312226734,0.027964556203453842
1620,325451,4277,1,14576757.294208266,0.0,0.0
1621,325351,4267,1,4564101.0420882255,0.0,0.0
1622,155152,4325,1,76249.81274255608,0.06612995266914368,0.24154968559741974
1623,156655,4135,1,626115.2480182806,0.1389117016205712,0.11580389809040796
1624,175551,2157,0,1198999.7308839816,0.025562363677872357,0.0033010820658465894
1625,315353,4029,1,529172.5723952401,0.019359784200787544,0.06537578358683746
1626,325252,4273,1,2748829.9058414316,0.0,0.0
1627,535252,2305,1,71471.82355817214,0.04791341296264103,0.3037760300295694
1628,625155,39,1,139842.17680698875,0.017003218143633227,0.008674774749102297
1629,535161,2432,0,18817769.346724033,0.07122140271032654,0.010261237155646086
1630,116756,3783,1,210689.40922520365,0.0106481858455236,0.05056737742766186
1631,215558,1895,0,1636328.468128061,0.0,0.0
1632,215462,1644,0,4459800.155028198,0.0,0.0
1633,175852,2214,0,15880349.549988832,0.0,0.0
1634,435156,841,0,445371.46598742966,0.05068594337041889,0.23468467912503652
1635,156054,3931,1,22529869.349824,0.010735683894205478,0.06525601374526177
1636,125553,2120,1,44580.598829488576,0.03271495210735694,0.013480958083401556
1637,635657,296,0,288043.8713797926,0.013835623314170013,0.009038837940518494
1638,165655,1952,0,865658.4713620538,0.07419775994494557,0.0096105116421573
1639,336154,3322,0,2120045.3279339205,0.0,0.0
1640,116654,3586,1,113042.13820954371,0.024973465874361965,0.03510344619240423
1641,245952,1717,0,7735647.878386102,0.014519838616251945,0.06691716611385345
1642,115154,4214,1,84572.3523673125,0.0,0.0
1643,245152,1857,0,440970.33197135315,0.03513774716041305,0.041866961121559146
1644,316055,4108,0,1261464.293727113,0.03172766976058483,0.05137914424949838
1645,156552,4145,0,1703282.3483618954,0.17298079242367717,0.05615400159235537
1646,525657,2766,1,3343.2226774427577,0.0,0.0
1647,156554,4171,1,369815.00973989244,0.885940146446228,0.7339914917945862
1648,136257,4122,0,2532749.2246182146,0.0,0.0
1649,525951,2396,0,165798.73497137075,0.07173662632703781,0.2589991528470561
1650,156353,4184,0,3816853.275918037,0.0,0.0
1651,136262,4192,1,1734197.12621708,0.33770232656221283,0.07361947802890992
1652,176055,2126,0,5120870.807614937,0.06988176258235443,0.03113549961367758
1653,125351,3906,1,338313.8327950822,0.7718600595698637,0.2289775237441063
1654,535165,2434,0,23156822.493785966,0.03576161616365425,0.05470174169749953
1655,245958,1703,0,13966982.793942222,0.01096820476006615,0.012294074593082143
1656,525259,2475,0,2044264.163519678,0.008526810968760401,0.038712521258275956
1657,345956,3212,0,8265.872272313623,0.0,0.0
1658,155556,4508,1,1846292.2128354837,0.8776595422199794,0.7711165547370911
1659,316356,4061,0,6108578.3000314385,0.7162162065505981,0.23798300325870514
1660,615458,178,1,59008.57279068757,0.0690257123538426,0.34289186341421946
1661,165456,1983,1,15154647.984907666,0.01610975673254005,0.0038536661962672077
1662,116359,3691,1,41638.72290243566,0.0,0.0
1663,215962,2037,1,5626769.423087667,0.027645847986264484,0.03435591602920259
1664,435856,775,0,534140.4531433856,0.0,0.0
1665,125752,3914,1,98515.72332834103,0.011040683309243403,0.05441932638536146
1666,515552,616,1,18659358.79876313,0.01095126342518766,0.02263430081538658
1667,435956,745,0,17185395.46995211,0.7670270651578903,0.19670639346752847
1668,155656,4459,0,344660.7922314476,0.0,0.0
1669,156656,4135,1,339480.46338629385,0.13717392132137762,0.1226783785404581
1670,136261,3610,0,8837635.678994203,0.021288657079335964,0.018415449985056332
1671,165154,3491,0,476403.6155688834,0.018956398465005415,0.03518398482618587
1672,416159,3046,0,4728874.741348553,0.017883055949933505,0.03524601513838468
1673,516054,2551,0,111617.43847225618,0.04428978114132186,0.03736491526364601
1674,525856,2641,1,3783926.0062705586,0.11690512648915168,0.05599157651097088
1675,415655,1108,0,1055767.263188338,0.0,0.0
1676,525459,2490,0,1747766.53281254,0.034322472224975455,0.10751562938094139
1677,426354,199,0,1700747.030980803,0.0027314547915011644,0.02063972519381958
1678,115656,3843,1,78370.74808745745,0.04240942746400833,0.3241025110085805
1679,415556,1817,0,29375917.075916752,0.2864074073731899,0.5082973763346672
1680,175456,2148,0,33284606.967050843,0.28701496550015043,0.511980584689549
1681,225457,1263,1,32139762.315011192,0.06472396575440015,0.0037113216871279527
1682,145756,2095,1,798971.632024996,0.0021101134084165096,0.0
1683,515153,2696,1,128326.86612050261,0.0,0.0
1684,117156,4217,1,95963.25271113147,0.03295270726084709,0.09156526461953209
1685,176354,2234,0,6546209.688576538,0.02068111193211864,0.011760190943359746
1686,125251,3925,1,555869.1490998025,0.7378496144499097,0.12946725077927113
1687,335756,3269,0,9865.323498317248,0.022426681593060493,0.0
1688,326251,4433,1,353740.3295174269,0.0,0.0
1689,325755,4262,1,85277.0327846595,0.01766660171292661,0.020498017756517332
1690,117055,3889,1,37108.16831292302,0.0,0.0
1691,625354,90,0,3779374.8116901917,0.0,0.0
1692,116551,3782,1,9062.015330820803,0.8957734107971191,0.6009578704833984
1693,245257,1864,0,16850942.785041854,0.048919736806835444,0.05869265007121222
1694,156352,4114,0,3943023.1417973824,0.017607341275708302,0.024553648063656716
1695,215963,2052,0,19520225.10963958,0.015900884351891572,0.04832502400777379
1696,145355,3823,1,2365.5542532365876,0.0,0.0
1697,135353,3630,1,96.49893732217717,0.03495440584208284,0.04778805774237428
1698,175553,2011,0,12132.302942032213,0.031035414805599286,0.018811998341013405
1699,335259,3342,1,294020.3651299272,0.013175141458769683,0.007980992625821673
1700,535558,2310,0,3856406.864514029,0.05089131370186806,0.09102244539694353
1701,435757,652,0,6085683.653466196,0.2885278910398483,0.5108729898929596
1702,335555,3039,1,4339136.143178808,0.0,0.0
1703,176451,3959,1,3672942.1850236426,0.06764597987586801,0.04243593679910356
1704,415160,3438,1,164712.90423516478,0.007619320880621672,0.0013884807606459756
1705,175951,2194,0,1318804.8369269518,0.033927544951438904,0.019740819310148556
1706,115355,3805,1,122789.19975056246,0.2106095403432846,0.01884683035314083
1707,315754,4048,0,2670353.1154051013,0.026888146046491593,0.03306213990903034
1708,316351,3436,0,2129381.6648095003,0.02774583175778389,0.020113222301006317
1709,115755,3828,1,93.35278485457542,0.0368544872167621,0.039736386421434663
1710,435754,719,0,1156376.396971732,0.021127653685775964,0.02881403561043847
1711,435253,1001,0,76427.97816064146,0.017305203713476658,0.013491733465343714
1712,335755,3283,1,5979864.242154443,0.0,0.0
1713,435161,886,1,23171.40689756217,0.030477283522486687,0.20325787365436554
1714,635357,307,0,72638962.35878035,0.0,0.0
1715,315452,4295,1,76667.37182938289,0.0,0.0
1716,246056,1821,0,7089826.422978006,0.023868798946633057,0.00570043151029477
1717,535557,2384,0,670939.8682896282,0.0,0.0
1718,315653,4092,0,1981699.786290068,0.0,0.0
1719,435257,1006,0,784817.5229117983,0.7451348022410744,0.46235506471834686
1720,135351,3614,1,685846.1342660021,0.030355126555707004,0.03549404967878316
1721,415756,1709,0,3664582.729314866,0.010782058350741863,0.003165784985617746
1722,175453,2189,0,19658620.3429351,0.007527617942456699,0.011605972333922767
1723,435352,930,1,2391041.4460160173,0.01725129410624504,0.03522131405770779
1724,345255,2917,1,13648.284531060368,0.0,0.0
1725,615460,180,1,2250917.644537473,0.0,0.0
1726,625455,16,0,3271776.5023067123,0.2719953805208206,0.3231280893087387
1727,125658,3830,1,162454.1164478157,0.0,0.0
1728,415652,1783,0,250641.9937549764,0.016550985608527406,0.00918892963649313
1729,335161,3395,1,9914718.8910521,0.17327382958285595,0.02086051252105376
1730,415159,1833,0,13975735.46074757,0.014154700325811195,0.01564556049607411
1731,615155,393,0,2280881.3417820325,0.017529053090393175,0.0470950077575298
1732,245551,1885,0,693238.926540203,0.0,0.0
1733,535265,2300,0,11919426.923155734,0.014390916205926092,0.02334097205360444
1734,136261,3617,0,80072.10462301479,0.015362155256451855,0.0662318654358387
1735,345557,2941,0,131118.42899599197,0.06311097741127014,0.17780731969019947
1736,615356,364,0,685718.308333801,0.01941631581888421,0.026880774426951186
1737,155852,4548,0,9472309.94225306,0.17444947361946106,0.04822584712768302
1738,535155,2296,1,156528.99075295837,0.0746118426322937,0.044568222016096115
1739,435451,864,1,6672703.422647719,0.041826918189014704,0.04916492801208001
1740,155955,4472,0,11119797.78899568,0.021795609736415957,0.018951544931457776
1741,316466,4272,1,659531.5697379092,0.019698607187756702,0.007774804247118146
1742,136055,3556,1,71501.43398183938,0.0,0.0
1743,125752,3843,1,10602.994411836964,0.02436265954816783,0.0195356560608855
1744,415159,3438,1,12785101.838604728,0.02754963092900745,0.009579468947018728
1745,336055,3325,0,1514943.5424139898,0.03351650864515506,0.16355104282708235
1746,525657,2651,1,2612219.5566243166,0.11585920428236325,0.014787685358896852
1747,136052,3556,1,533030.6713856405,0.09588844329118729,0.013944298960268497
1748,616157,412,0,14129255.903717287,0.0,0.0
1749,435952,987,0,2132768.815146814,0.09596031904220581,0.23525100201368332
1750,435159,841,0,5515941.511508589,0.0966688511627061,0.23346100747585297
1751,346358,790,0,1799263.4887710155,0.028895916417241096,0.04166194424033165
1752,165462,3501,0,1055529.488831533,0.03045893215296909,0.029359977588334932
1753,535161,2430,0,27878.221908990683,0.0,0.0
1754,615355,373,0,9242832.696882058,0.017697045226778948,0.007649304751737247
1755,175758,2164,0,10316208.09218874,0.017114067111502995,0.007335108645334417
1756,615754,74,0,34511814.55363511,0.004512321980768867,0.0
1757,215458,1681,0,1622677.824043213,0.03565267100930214,0.01681222952902317
1758,336157,3325,0,1527692.1771060913,0.05515621933672163,0.03459769239028295
1759,155559,4468,0,3404081.74067894,0.018892944990769784,0.004718103539229358
1760,515253,2698,1,285666.67163682147,0.10313397844632467,0.30558646221955615
1761,436158,727,0,1005965.4475882344,0.0,0.0
1762,315155,4077,1,720430.9636939816,0.0,0.0
1763,145554,2065,0,7709977.944371903,0.0,0.0
1764,325859,3346,1,6847830.112799288,0.008705695184427455,0.027861301981223125
1765,156253,4255,0,7628722.503201675,0.2066624219480314,0.000859672080344381
1766,245456,1904,1,12451245.489573594,0.13585393130779266,0.033505089581012726
1767,435254,891,1,5520869.482235727,0.06699252314865589,0.2443273589015007
1768,215462,1683,0,11832069.869687043,0.06229431872305117,0.014696470347412845
1769,145551,2082,0,800593.4051953694,0.06562679447233677,0.21727821789681911
1770,156654,4119,0,1614854.2934987699,0.016988949277463125,0.031081380209272955
1771,415757,1709,0,864296.8193539064,0.018760780803859234,0.013839083258062601
1772,415262,3032,0,7527033.78870066,0.01896324153752738,0.008430911313522093
1773,155654,4391,0,1647437.6859422827,0.0,0.0
1774,176153,3957,0,3471950.674554862,0.0,0.0
1775,156054,4398,1,78742.23861025779,0.0,0.0
1776,316355,3439,0,924907.407229238,0.03442070620215457,0.039564302531273465
1777,155752,4505,0,2995444.9652311075,0.0,0.0
1778,156051,4395,1,36801116.4774688,0.03378378227353096,0.3142617344856262
1779,325659,3365,1,1575409.2447058363,0.29638081043958664,0.23149013705551624
1780,535451,2379,1,7643.981212780492,0.013519246900650511,0.007612778720289383
1781,336051,3315,1,185.36599478801037,0.02507547363638878,0.013432445109356195
1782,615254,403,0,793308.5740412947,0.02773393802979277,0.04190062408827227
1783,155156,4331,0,12501116.270922646,0.0,0.0
1784,335157,3393,0,237580.22118216477,0.0,0.0
1785,346454,2727,1,6909712.035639722,0.0,0.0
1786,325855,4478,1,32184.12675748914,0.0,0.0
1787,615451,165,1,280362.548136547,0.018281579027046458,0.0009121048101484663
1788,315256,4004,1,368389.1521024066,0.01154873665106739,0.022577044900531546
1789,315256,4030,1,1349987.9472643062,0.32444339256678056,0.3459239644345953
1790,525853,2637,1,688850.8280623497,0.0,0.0
1791,156451,4231,0,435247.05251449766,0.022714201360940933,0.01953935855999589
1792,175752,2193,0,2157010.400061199,0.0,0.0
1793,515354,2573,1,1015984.9378825924,0.0,0.0
1794,345256,2824,1,26042.533751998195,0.0,0.0
1795,615152,369,0,3845318.208990154,0.06756756454706192,0.1026357114315033
1796,316157,4103,0,919739.9417042668,0.0,0.0
1797,525556,2661,1,445300.87398243765,0.029253954312725254,0.030533853734639745
1798,165258,4086,0,6812671.1118854955,0.0,0.0
1799,346052,2951,0,5300080.3808836695,0.2730267177457395,0.0914035047525945
1800,325858,3344,1,2319649.4436530294,0.06627371534705162,0.24279118329286575
1801,165351,3530,1,1802163.190318714,0.0,0.0
1802,435956,759,0,303378.12115171866,0.0,0.0
1803,165351,3538,1,6144143.955220509,0.03838412740349191,0.023255523132962027
1804,615554,100,0,12215123.046126736,0.0,0.0
1805,125156,3902,1,508817.68338392104,0.0,0.0
1806,615557,181,0,6301042.975821596,0.055156219750642776,0.04095607747634252
1807,335257,3083,0,6596409.916733737,0.0,0.0
1808,176051,2219,0,5013011.843380115,0.8951983600854874,0.14578210934996605
1809,435857,817,0,1259330.7385369302,0.9280514811214647,0.5878531493638691
1810,345951,3234,0,3823838.19742739,0.05649798363447189,0.04666885361075401
1811,156451,4225,0,7948122.094793055,0.05672012909809651,0.013635063112410545
1812,525656,2831,1,456214.62285315944,0.07278100784648867,0.07039039505316931
1813,316460,4008,0,4949096.559148085,0.8001724481582642,0.9795543551445007
1814,316456,4000,1,2486302.0996255996,0.0,0.0
1815,426352,189,0,1401194.8603885819,0.09278731119065058,0.23043083576929002
1816,435651,424,0,2674945.259058922,0.0,0.0
1817,335354,3048,0,4021265.6417599483,0.022601906442136135,0.03474691472244713
1818,175753,2156,0,2437.437424604438,0.0,0.0
1819,116251,3722,1,31562.823639723636,0.03644335735589266,0.02435851446352899
1820,115154,4210,1,427069.52841223555,0.044239176613417294,0.010850750846763254
1821,215951,2034,0,1982595.593508276,0.040857206683044565,0.04939785599708557
1822,615760,168,0,361626.58556141064,0.0,0.0
1823,175352,2204,0,6292128.2190032685,0.0,0.0
1824,525755,2650,1,845180.3039658584,0.014376076869666576,0.0
1825,535751,2279,1,4255.058183812979,0.042655307461768016,0.053162205335625476
1826,136055,3570,1,201534.63210535576,0.0,0.0
1827,135255,3666,1,6896.225185606279,0.03799512763233746,0.042449327514452094
1828,165256,4086,0,7288943.367386148,0.017567916929498384,0.03238548680392793
1829,535557,2319,0,208.65766120734676,0.0,0.0
1830,155557,4496,1,2302457.3378364197,0.9217371890942255,0.6993080116808414
1831,135351,3645,1,379.8512052841303,0.0,0.0
1832,175155,2252,1,29220.803047843867,0.26620302970210713,0.21471722175677618
1833,435656,430,0,11521.244999217972,0.0,0.0
1834,245251,1825,0,322770.3737383791,0.06857389211654663,0.09510953351855278
1835,175454,2133,0,5672950.594065283,0.03353316395909393,0.029432406170859134
1836,325861,3359,1,1619429.8329029423,0.5786658787727356,0.1918774139881134
1837,316053,3466,0,2020585.3013377115,0.0,0.0
1838,415657,1055,0,913941.9800733482,0.014630423521029425,0.003553586517547636
1839,156454,4165,0,8478190.024652325,0.013770252849687548,0.019651158606523975
1840,136154,3640,1,18762.25734106264,0.0,0.0
1841,635353,332,1,37406336.928869195,0.9758481383323669,0.2874871492385864
1842,525561,2656,1,1010352.3393264704,0.0,0.0
1843,116954,4209,1,151015.71862047957,0.024987120037085225,0.015218187191069637
1844,415256,3402,1,6348277.9039113475,0.010107960381613271,0.031112099086820354
1845,345152,3139,1,7473.382643892116,0.012764670086829966,0.03205471017411841
1846,155552,4468,0,660923.618398169,0.0,0.0
1847,245955,1764,0,867203.6822068716,0.9607891738414764,0.15125581249594688
1848,615356,355,1,457877.78224421345,0.05506037920713425,0.051743607968091965
1849,156254,4243,0,886057.3353244019,0.0,0.0
1850,415255,1808,0,5752563.92069569,0.016343351664260944,0.0015159194849177272
1851,175652,2194,0,2132317.208554071,0.010207015089690685,0.030853981617838144
1852,245257,1822,0,170417.2025905684,0.02177327442549023,0.00669225405125176
1853,165551,3476,0,6369239.7625054065,0.0,0.0
1854,525363,2383,0,35608.02138789968,0.0,0.0
1855,525957,2412,0,2621656.9741212064,0.8676262348890305,0.8321697736779848
1856,515757,610,1,188036.84250399724,0.020845312625169754,0.006309871203624285
1857,316652,4019,1,359659.6896287896,0.34457404102597916,0.1735990422112601
1858,136260,4152,1,1544323.8330402458,0.31614561417163944,0.06752081031505114
1859,615459,177,1,168002.5818491516,0.032254375233109214,0.019219893184172582
1860,155554,4498,1,10810344.561476218,0.0677941573933386,0.08749679551526064
1861,515151,2696,1,105.03458018720572,0.0,0.0
1862,156053,4379,0,3480543.4410213963,0.0,0.0
1863,175456,1694,0,3967620.3945595203,0.031659280885548015,0.02478151146782822
1864,515452,2716,1,30524.611650091385,0.00966330463042817,0.036417413335771136
1865,215852,2032,1,613.558614243559,0.019447105584873094,0.019165888138943248
1866,435557,738,0,11303.054679503073,0.2856047550837199,0.4759941067960527
1867,246151,1907,0,15241631.14098912,0.0,0.0
1868,535165,2333,0,2086083.1443247115,0.0,0.0
1869,535555,2332,0,2305413.2267526845,0.0233508577304227,0.045066124094384055
1870,535162,2483,0,69681.07339991734,0.0,0.0
1871,145551,2084,1,6941774.242036517,0.0,0.0
1872,175157,2275,1,382.51597553933794,0.0035202945012260305,0.017172941613600563
1873,245157,1477,0,3433202.038424889,0.015484372936297468,0.023024020204862015
1874,615251,393,0,4439178.007425132,0.010284010564570538,0.023817828983973378
1875,215964,2033,1,548343.390804022,0.027928295997164305,0.04970235825025824
1876,346056,2982,1,99683.32101477463,0.06866973390181859,0.20930030362473595
1877,415464,1844,1,7765917.623517193,0.05678550526499748,0.055582452565431595
1878,625455,20,1,448021495.07622164,0.017350707228406002,0.00245148527285103
1879,325657,4278,1,503289.03072241985,0.02184106710859958,0.04009971532094128
1880,415460,3456,0,4973699.747329829,0.014687559338378125,0.02551109452930386
1881,346053,3270,0,2679522.100430947,0.0,0.0
1882,625353,128,0,17544539.68143122,0.0,0.0
1883,315953,4093,0,3895063.753910088,0.009495679254026768,0.0
1884,155354,4439,1,537186.9696538926,0.0,0.0
1885,525656,2674,1,4383231.909957895,0.03389160335063934,0.022508788853883743
1886,116355,3678,1,260943.47730016228,0.01787952380629391,0.015828953791239945
1887,435651,436,0,150156.5462002222,0.0,0.0
1888,136156,3616,0,21898.745666311377,0.0,0.0
1889,156653,4129,1,5089256.823826168,0.12561566599096236,0.07391004427796297
1890,435755,719,0,4913741.242122471,0.7619800296696749,0.13725418507149725
1891,345354,3167,1,9062.52942749458,0.007597693497628237,0.029992644732768556
1892,316151,4106,1,1867937.9903171547,0.31986773014068604,0.0342872254550457
1893,525755,2671,1,3481427.173020776,0.0,0.0
1894,415263,1115,0,2888427.0655687875,0.014566284031249009,0.023694314076923406
1895,535256,2330,1,22992.11372288421,0.06311097741127014,0.18400719463825227
1896,125353,3911,1,509.72081679699346,0.02146108818343944,0.023534977931736246
1897,245652,1507,0,26622771.997373912,0.011566699125965614,0.021474085150083297
1898,635254,314,0,2205443.4338556663,0.013816406582436054,0.03073665439566173
1899,176353,2231,0,66508.98545507329,0.06626064669002187,0.22827838225798172
1900,155852,4551,1,6706551.113018349,0.0,0.0
1901,625158,22,0,17799519.327916674,0.004670811262392157,0.0
1902,325653,4413,1,350016.29335389496,0.02010409264068222,0.027647080376217617
1903,125354,3908,1,179783.02719605682,0.03622771427035332,0.015777036547660828
1904,346454,2723,1,13085280.095809335,0.0,0.0
1905,225562,1627,0,10737894.734633083,0.8877707123756409,0.7091800967852274
1906,515353,2567,1,171608.5986088153,0.0,0.0
1907,345556,2937,0,1911737.5201195525,0.01906693809562259,0.0010659020629548445
1908,635657,145,0,246649485.97955447,0.0,0.0
1909,156658,4332,1,4945590.049602228,0.2968659996986389,0.4088106155395508
1910,135851,3813,1,1209.0293637840305,0.0,0.0
1911,415561,1764,0,5904969.333535808,0.025661297452946503,0.06259850536783536
1912,175458,1409,0,18957547.849729344,0.01624496839940548,0.11428338289260864
1913,176054,2214,0,3319371.168559945,0.02677788377246436,0.02993755988203562
1914,525960,2399,0,42534.86682477996,0.0,0.0
1915,616054,628,0,901736.4830932893,0.04278063231069057,0.06184052055080732
1916,156459,4121,0,2074461.4573004902,0.028153709547464236,0.07136581768823225
1917,315853,4090,0,3155942.5257304115,0.03986447556196032,0.046956404137450294
1918,515252,2716,1,625602.615679202,0.024480633499378658,0.030258935356502373
1919,176354,2240,0,136553.49837755854,0.07652180748326438,0.03792316094040871
1920,245355,1881,1,23634865.217110086,0.0,0.0
1921,415655,1086,0,969267.6159245555,0.03277745470404625,0.02097744308412075
1922,245951,1719,1,31977841.370097,0.27731454372406006,0.3409091532230377
1923,415253,3431,1,244912.7554101322,0.052696949988603595,0.31008242011070253
1924,426357,198,0,12196128.514674222,0.037908960604353954,0.045462568417975774
1925,336157,3341,0,175307.67238589187,0.08323976107333836,0.016345991118271883
1926,155455,4447,1,345548.19923447946,0.020318292089333116,0.041414421171396654
1927,535557,2380,0,1275642.649469838,0.06311097741127014,0.18868168277872932
1928,335255,3096,0,6578155.165850566,0.0,0.0
1929,245258,1774,0,36902.37747661269,0.0,0.0
1930,415558,1800,0,2940000.6060934686,0.0,0.0
1931,615755,94,1,8481029.770665878,0.0,0.0
1932,215857,2064,0,17800978.331151985,0.0,0.0
1933,155555,4492,1,189452.31575528008,0.0,0.0
1934,535159,2416,0,18638.502209479502,0.04486534212871144,0.0590157470627067
1935,315354,4024,1,28079.908838382606,0.0,0.0
1936,615460,94,1,3676250.2150067925,0.024247651505801413,0.0
1937,635653,139,0,13805198.995324967,0.0,0.0
1938,125454,3936,0,1738171.8706858847,0.052565461984231544,0.010523158061918968
1939,435652,648,0,14478545.875141373,0.06687271843353908,0.1780252754688263
1940,316653,4316,1,270953.12461860373,0.4185307413339615,0.18122994154691696
1941,246057,1929,1,735622.083575985,0.27344378009438514,0.28197130784392355
1942,135752,4198,1,58806.814536358586,0.6662113865216573,0.2239637846748034
1943,215951,2028,1,71975.73704144974,0.011384233959817986,0.013523145698596105
