"governorate","delegation","School","code_auto","type","lat","long"
"Bizerte","BIZERTE NORD","E.P.DHAR EL KODIA","210515","urbain","37.280813","9.857323"
"Bizerte","BIZERTE NORD","E.P. CITE EL HANA","210517","urbain","37.285263","9.865905"
"Bizerte","BIZERTE NORD","E.P.ER RAOUABI","210519","urbain","37.284529","9.868375"
"Bizerte","BIZERTE NORD","E.P.AIN MARIEM","210520","urbain","37.289881","9.858348"
"Bizerte","BIZERTE NORD","E.P.BENI AOUF","210521","rural","37.316045","9.786392"
"Bizerte","BIZERTE NORD","E.P.CITE BOUGATFA","210524","urbain","37.286477","9.856798"
"Bizerte","BIZERTE NORD","E.P.CITE OUALI","210525","urbain","37.270375","9.858225"
"Bizerte","BIZERTE NORD","E.P.CITE KORNICH ","210526","urbain","37.290036","9.853829"
"Bizerte","BIZERTE NORD","E.P.CITE EL WAHA","210527","urbain","37.283797","9.846808"
"Bizerte","ZARZOUNA","E.P.CITE NOUVELLE","210701","urbain","37.261082","9.8727274"
"Bizerte","ZARZOUNA","E.P.CITE DES OUVRIERS","210702","urbain","37.25508","9.8798591"
"Bizerte","ZARZOUNA","E.P.BOUGHATFA ","210703","urbain","37.264029","9.8746834"
"Bizerte","ZARZOUNA","E.P.CHEIKH DRISS","210705","urbain","37.261842","9.8804374"
"Bizerte","ZARZOUNA","E.P.AIN BITAR","210706","urbain","37.249468","9.9071843"
"Bizerte","ZARZOUNA","E.P.CITE BEN AROUS","210707","urbain","37.24991","9.8791998"
"Bizerte","SEJNANE","E.P.2 MARS 34 SAJNAN","210801","urbain","37.05558118","9.219846999"
"Bizerte","SEJNANE","E.P.TAMERA VILLAGE","210802","rural","37.033","9.0716"
"Bizerte","SEJNANE","E.P.TAMERA MINE","210803","rural","37.05140644","9.107262156"
"Bizerte","SEJNANE","E.P.DHOUAHRIA","210804","rural","37.04075593","9.216280095"
"Bizerte","SEJNANE","E.P.OUMADEN","210805","rural","37.121155","9.20529"
"Bizerte","SEJNANE","E.P.SIDI SALEM","210806","rural","37.12954536","9.371072493"
"Bizerte","SEJNANE","E.P.SFISSIFA","210807","rural","37.015217","9.181497"
"Bizerte","SEJNANE","E.P.M SADDER","210808","rural","37.074402","9.1381526"
"Bizerte","SEJNANE","E.P.GUETMA","210809","rural","37.13302931","9.265296129"
"Bizerte","SEJNANE","E.P.HANIA","210810","rural","37.0804","9.1447"
"Bizerte","SEJNANE","E.P.MRIFEG","210811","rural","37.11252256","9.264691628"
"Bizerte","SEJNANE","E.P.SIDI MECHREG","210812","rural","37.135852","9.124115"
"Bizerte","SEJNANE","E.P.CHOOBET EL HOUT","210813","rural","37.14958879","9.338087422"
"Bizerte","SEJNANE","E.P.CAP SERRAT","210814","rural","37.124599","9.131492"
"Bizerte","SEJNANE","E.P.DMAYENE","210815","rural","37.111157","9.285283"
"Bizerte","SEJNANE","E.P.EL GARISIA","210816","rural","37.08620351","9.320223176"
"Bizerte","SEJNANE","E.P.KEF ABBED","210817","rural","37.21114322","9.454893283"
"Bizerte","SEJNANE","E.P.SMIRA","210818","rural","37.08475819","9.264374027"
"Bizerte","SEJNANE","E.P.HENCHIR HDADA","210819","rural","37.05004839","9.182917003"
"Bizerte","SEJNANE","E.P.HOUAMLIA","210820","rural","37.03107291","9.270888973"
"Bizerte","SEJNANE","E.P.SOUGMANE","210822","rural","37.065547","9.172549"
"Bizerte","SEJNANE","E.P.BENI YASSLI","210823","rural","37.057026","9.241647"
"Bizerte","SEJNANE","E.P.CHARGUIA","210824","rural","37.08145","9.22691"
"Bizerte","SEJNANE","E.P.EL ALI","210825","rural","37.0758","9.1554"
"Bizerte","SEJNANE","E.P.ANNASSRIA","210826","rural","37.19242625","9.383936619"
"Bizerte","SEJNANE","E.P.CITE YASSMINE","210827","rural","37.122246","9.1090325"
"Bizerte","SEJNANE","E.P.OUED EL OUD","210828","rural","37.15250867","9.274435322"
"Bizerte","SEJNANE","E.P.BOUAOUEj","210829","rural","37.130241","9.2379459"
"Bizerte","SEJNANE","E.P ELLISSA FARHAT HACHAT","210830","urbain","37.0586","9.2255"
"Bizerte","JOUMINE","E.P.BAZINA","211001","rural","36.962854","9.297998"
"Bizerte","JOUMINE","E.P.TOUAJNIA","211002","rural","36.875325","9.374513"
"Bizerte","JOUMINE","E.P.JEBEL SEMENE","211003","rural","36.96012817","9.337556299"
"Bizerte","JOUMINE","E.P.RAMADIA ","211004","rural","36.45575","9.221072"
"Bizerte","JOUMINE","E.P.SIDI NSIR","211005","rural","36.765991","9.369708"
"Bizerte","JOUMINE","E.P.EL GARIA JOUMIN","211006","rural","36.868994","9.413385"
"Bizerte","JOUMINE","E.P.KEF SAGHARINE","211007","rural","36.962741","9.297934"
"Bizerte","JOUMINE","E.P.SAYAH","211009","rural","36.834271","9.464332"
"Bizerte","JOUMINE","E.P.TAHENT","211010","rural","36.92291194","9.295783912"
"Bizerte","JOUMINE","E.P.ZEHIR","211011","rural","36.899047","9.490079"
"Bizerte","JOUMINE","E.P.BENI ARRAM","211012","rural","36.986972","9.258514"
"Bizerte","JOUMINE","E.P.NACHMAYA","211014","rural","36.969495","9.281079"
"Bizerte","JOUMINE","E.P.ROUAHA","211015","rural","36.93175694","9.352461586"
"Bizerte","JOUMINE","E.P.SIDI KENANI","211016","rural","36.896927","9.445372"
"Bizerte","JOUMINE","E.P.DEMNET ERREBH","211017","rural","36.925113","9.388425"
"Bizerte","JOUMINE","E.P.HAROUN","211018","rural","36.891929","9.286579"
"Bizerte","JOUMINE","E.P.MKACHBIA","211019","rural","37.003966","9.223497"
"Bizerte","JOUMINE","E.P.EL HAMROUNIA","211020","rural","36.992824","9.319234"
"Bizerte","JOUMINE","E.P.EL KATRACHA","211021","rural","37.000701","9.416731"
"Bizerte","JOUMINE","E.P.GHESSANA","211022","rural","36.995188","9.26225"
"Bizerte","JOUMINE","E.P.EL GOUASSMIA","211023","rural","36.948633","9.261975"
"Bizerte","JOUMINE","E.P.EL KSAR ","211024","rural","36.77970609","9.381920829"
"Bizerte","JOUMINE","E.P.JEBIRA","211025","rural","36.5622","9.2428"
"Bizerte","JOUMINE","E.P.EZZAOUIA","211026","rural","36.881834","9.553525"
"Bizerte","JOUMINE","E.P.ZORAA","211027","rural","36.842372","9.554364"
"Bizerte","MATEUR","E.P.R.PASTEUR INTERNAT","211301","urbain","37.038244","9.671247"
"Bizerte","MATEUR","E.P.RUE 19 JANVIER 1952","211302","urbain","37.037971","9.662241"
"Bizerte","MATEUR","E.P.RUE  KHAMMOUMA MATER","211304","urbain","37.040491","9.664409"
"Bizerte","MATEUR","E.P.EL OMRANE","211306","urbain","37.066062","9.671148"
"Bizerte","MATEUR","E.P.TECHGA","211309","rural","36.985185","9.683331"
"Bizerte","MATEUR","E.P.BOUMKHILA","211310","rural","37.008022","9.575799"
"Bizerte","MATEUR","E.P.SABAA AOUINET","211311","rural","37.038849","9.78087"
"Bizerte","MATEUR","E.P.SIDI ABDELBASSET","211312","rural","36.893801","9.65989"
"Bizerte","MATEUR","E.P.SOUDIA","211313","rural","36.958355","9.538509"
"Bizerte","MATEUR","E.P.JEBEL ICHKEUL","211314","rural","37.1146","9.66757"
"Bizerte","MATEUR","E.P.BAHAYA","211315","rural","36.943381","9.605161"
"Bizerte","MATEUR","E.P.KOUSSET EL BEY","211317","rural","36.910042","9.724102"
"Bizerte","MATEUR","E.P.AIN TERGUELLACH","211318","rural","36.958889","9.799664"
"Bizerte","MATEUR","E.P.CITE ENNASR","211319","urbain","37.050497","9.638254"
"Bizerte","MATEUR","E.P.EL MAHATA EL KOBRA","211321","urbain","37.038979","9.685433"
"Bizerte","MATEUR","E.P.OUED ECHAAIR","211324","rural","37.004044","9.789799"
"Bizerte","MATEUR","E.P.EL ARIMA","211325","rural","36.994592","9.608764"
"Bizerte","MATEUR","E.P.CITE SADAKA","211326","urbain","37.043476","9.651973"
"Bizerte","MATEUR","E.P.RAS EL AIN","211327","rural","37.044606","9.664771"
"Bizerte","GHAZALA","E.P.JALTA MINE","211501","rural","37.07272683","9.535606453"
"Bizerte","GHAZALA","E.P.ROKB","211502","rural","37.049691","9.4735736"
"Bizerte","GHAZALA","E.P.FARDOUINE","211503","rural","37.089898","9.5615956"
"Bizerte","GHAZALA","E.P.AOUNA RTE DE SEJNENE","211504","rural","37.02919807","9.334655954"
"Bizerte","GHAZALA","E.P.BORJ ADOUANI","211505","rural","37.13032513","9.529569236"
"Bizerte","GHAZALA","E.P.TAREF","211506","rural","37.17403542","9.569377938"
"Bizerte","GHAZALA","E.P.ATIBA","211507","rural","37.0821519","9.470000934"
"Bizerte","GHAZALA","E.P.JEFNA","211508","rural","37.038487","9.4411894"
"Bizerte","GHAZALA","E.P.SIDI MANSOUR","211509","rural","36.996702","9.480009"
"Bizerte","GHAZALA","E.P.BOUJRIR","211510","rural","37.092831","9.44286"
"Bizerte","GHAZALA","E.P.OUED EZZITOUN","211511","rural","37.05511962","9.389519792"
"Bizerte","GHAZALA","E.P.AOUILIA ","211512","rural","37.075298","9.5029522"
"Bizerte","GHAZALA","E.P.OULED EL MAY ","211513","rural","37.182984","9.5032222"
"Bizerte","GHAZALA","E.P.BENI BRAHIM","211514","rural","37.017834","9.4479223"
"Bizerte","GHAZALA","E.P.CITE HACHED GHZALA 2","211515","rural","37.06486502","9.597710315"
"Bizerte","GHAZALA","E.P.KSAR BOUDERHEM","211516","rural","36.994758","9.3739766"
"Bizerte","GHAZALA","E.P.HENCHIR GHZALA","211517","rural","37.03987","9.553359"
"Bizerte","GHAZALA","E.P.DOUAOUDA","211518","rural","37.021893","9.367629"
"Bizerte","GHAR EL MELH","E.P.ECHABBI","211801","urbain","37.168342","10.184432"
"Bizerte","GHAR EL MELH","E.P.AOUSJA AV BOURGUIBA","211802","urbain","37.139738","10.09884"
"Bizerte","GHAR EL MELH","E.P.BAJOU","211803","rural","37.167574","10.138202"
"Bizerte","GHAR EL MELH","E.P.ZOUAAOUINE","211805","rural","37.129319","10.057827"
"Bizerte","GHAR EL MELH","E.P.AOUSJA NOUVEAU QUART","211806","urbain","37.141504","10.102916"
"Bizerte","GHAR EL MELH","E.P.EL INTILAKA","211807","urbain","37.169343","10.194942"
"Bizerte","GHAR EL MELH","E.P.TOUIBIA","211808","rural","37.116541","10.029452"
"Bizerte","UTIQUE","E.P.EL BRIJ + MANAR","212002","rural","37.037555","9.8959409"
"Bizerte","UTIQUE","E.P.2 MARS 34 ZHANA","212006","rural","37.03991","10.038861"
"Bizerte","UTIQUE","E.P.SIDI OTHMAN","212008","rural","36.958122","9.9247481"
"Bizerte","UTIQUE","E.P.UTIQUE NOUVELLE","212009","rural","37.102982","10.092398"
"Bizerte","UTIQUE","E.P.BACH HAMBA","212011","rural","36.96226","10.005935"
"Bizerte","UTIQUE","E.P.BESBESSIA","212012","rural","37.061441","9.92668"
"Bizerte","UTIQUE","E.P.MABTOUH","212013","rural","36.974184","9.9560081"
"Bizerte","UTIQUE","E.P.HENCHIR ETTAHOUNA","212014","rural","37.04095532","9.968522119"
"Bizerte","UTIQUE","E.P.ZOUAYA","212015","rural","36.92546239","9.986019234"
"Bizerte","UTIQUE","E.P.AIN GHELAL","212017","rural","37.024341","9.833089"
"Bizerte","UTIQUE","E.P.EL HWAYEDH","212018","rural","37.08449638","9.98820099"
"Bizerte","MENZEL BOURGUIBA","E.P.SAHNOUN 2","212301","urbain","37.15784","9.7940858"
"Bizerte","MENZEL BOURGUIBA","E.P.SAHNOUN 1","212302","urbain","37.15758","9.7952497"
"Bizerte","MENZEL BOURGUIBA","E.P.CHAKER 1","212303","urbain","37.146997","9.786534"
"Bizerte","MENZEL BOURGUIBA","E.P.CHAKER 2","212304","urbain","37.146254","9.787618"
"Bizerte","MENZEL BOURGUIBA","E.P.CITE ENNAJAH","212305","urbain","37.154758","9.777826"
"Bizerte","MENZEL BOURGUIBA","E.P.OUM HANI","212310","rural","37.119068","9.842892"
"Bizerte","MENZEL BOURGUIBA","E.P.JOUAOUDA","212311","rural","37.148925","9.920886"
"Bizerte","MENZEL BOURGUIBA","E.P.HENCHIR HAROUN ","212313","rural","37.074196","9.794204"
"Bizerte","MENZEL BOURGUIBA","E.P.EL BILAT","212315","rural","37.079156","9.852204"
"Bizerte","MENZEL BOURGUIBA","E.P.EL FEJJA","212316","rural","37.092228","9.913909"
"Bizerte","MENZEL BOURGUIBA","E.P.CITE THAOURA","212317","urbain","37.142782","9.795567"
"Bizerte","MENZEL BOURGUIBA","E.P. CHAKER 3","212318","urbain","37.146757","9.786016"
"Bizerte","TINJA","E.P.RUE DES ECOLES","212501","urbain","37.158166","9.758562"
"Bizerte","TINJA","E.P.RUE GHANDI","212502","urbain","37.158595","9.7584718"
"Bizerte","TINJA","E.P.ZAAROUR","212503","rural","37.12","9.7464882"
"Bizerte","TINJA","E.P.GUINGLA ","212504","urbain","37.176325","9.783086"
"Bizerte","TINJA","E.P.CITE EL IKBEL TINJA ","212505","urbain","37.162614","9.7723693"
"Bizerte","TINJA","E.P.EL ARICH","212506","urbain","37.172858","9.7828201"
"Bizerte","RAS JEBEL","E.P.AV.BOURGUIBA","212801","urbain","37.214815","10.125317"
"Bizerte","RAS JEBEL","E.P.RUE 18 JANVIER 52 RAS JBAL","212802","urbain","37.215085","10.125819"
"Bizerte","RAS JEBEL","E.P.CITE NOUVELLE","212803","urbain","37.1245","10.0716"
"Bizerte","RAS JEBEL","E.P.RUE DE LA MAARIFA","212804","urbain","37.192058","10.180038"
"Bizerte","RAS JEBEL","E.P.ROUTE PLAGE ELGROUS","212805","urbain","37.191896","10.18682"
"Bizerte","RAS JEBEL","E.P.SOUNINE PAR RAFRAF","212806","rural","37.20874","10.171309"
"Bizerte","RAS JEBEL","E.P.METLINE N 2","212807","urbain","37.242173","10.050203"
"Bizerte","RAS JEBEL","E.P.METLINE N 1","212808","urbain","37.241842","10.051494"
"Bizerte","RAS JEBEL","E.P.RAS ZEBIB ","212809","rural","37.248662","10.06771"
"Bizerte","RAS JEBEL","E.P.DHAR AYED","212811","urbain","37.188319","10.204804"
"Bizerte","RAS JEBEL","E.P.BENI ATA","212812","rural","37.1346","10.045"
"Bizerte","RAS JEBEL","E.P.15 OCTOBRE 63 RAS EL JBAL","212813","urbain","37.218664","10.125577"
"Bizerte","RAS JEBEL","E.P.CITE EL AMEL RAFRAF","212814","urbain","37.197775","10.176842"
"Bizerte","RAS JEBEL","E.P.EL GARIA METLINE","212815","rural","37.21321","10.046426"
"Bizerte","RAS JEBEL","E.P.LOTISSEMENT IDRISS","212816","urbain","37.217124","10.119125"
"Bizerte","RAS JEBEL","E.P.CHABI","212817","urbain","37.22157","10.131231"
"Bizerte","MENZEL JEMIL","E.P.AV. BOURGUIBA","213301","urbain","37.235743","9.915278"
"Bizerte","MENZEL JEMIL","E.P.LA REPUBLIQUE","213302","urbain","37.233455","9.9154832"
"Bizerte","MENZEL JEMIL","E.P.2 MARS 34 ML ABDERRAHMAN 1","213303","urbain","37.236038","9.8640662"
"Bizerte","MENZEL JEMIL","E.P.IBN RACHIK MZL RAHMAN ","213304","urbain","37.23421","9.8649352"
"Bizerte","MENZEL JEMIL","E.P.EL AZIB","213307","rural","37.20264","9.9480427"
"Bizerte","MENZEL JEMIL","E.P.CITE ARIFA","213309","urbain","37.236434","9.9160938"
"Bizerte","MENZEL JEMIL","E.P.MAGHRAOUA","213311","rural","37.16161","9.93905"
"Bizerte","MENZEL JEMIL","E.P.ASSAD IBN FOURAT MZL RAHMAN ","213313","urbain","37.236649","9.8616019"
"Bizerte","MENZEL JEMIL","E.P.HABIB GHARBI","213315","urbain","37.235789","9.9061403"
"Bizerte","EL ALIA","E.P.IBN KHALDOUN ","213501","urbain","37.16755524","10.03810722"
"Bizerte","EL ALIA","E.P.ECHABBI","213502","urbain","37.16872675","10.03063352"
"Bizerte","EL ALIA","E.P.TAIEB CHERIF","213503","urbain","37.17433605","10.03368443"
"Bizerte","EL ALIA","E.P.SIDI ALI CHABAB","213504","rural","37.19427236","10.05228534"
"Bizerte","EL ALIA","E.P.RAHMANIA","213505","urbain","37.172109","10.038626"
"Bizerte","EL ALIA","E.P.EL AOUAYCHIA","213506","rural","37.13576808","9.995033595"
"Bizerte","EL ALIA","E.P.KHITMINE","213508","rural","37.14579482","9.985194286"
"Bizerte","EL ALIA","E.P.OUED EL HELLA","213509","rural","37.179086","9.9967307"
"Bizerte","EL ALIA","E.P.ETTALLA","213510","rural","37.11738084","9.993180503"
"Bizerte","EL ALIA","E.P.EL ALIA","213511","urbain","37.1645371","10.03535403"
"Béja","BEJA NORD","E.P.ECH'CHGUEGUA","310501","rural","36.793554","9.281498"
"Béja","BEJA NORD","E.P.EL  MZARA","310502","urbain","36.727572","9.178313"
"Béja","BEJA NORD","E.P.RTE KASSAB","310503","urbain","36.719327","9.179122"
"Béja","BEJA NORD","E.P.VICTOR HUGO","310505","urbain","36.726692","9.183141"
"Béja","BEJA NORD","E.P.HACHED","310506","urbain","36.728362","9.182601"
"Béja","BEJA NORD","E.P.RTE AMDOUN CITE SUCRE 1","310509","urbain","36.733881","9.181557"
"Béja","BEJA NORD","E.P.EL GHIRIA","310515","rural","36.71715","9.114455"
"Béja","BEJA NORD","E.P.AIN SOLTANE A","310516","rural","36.832696","9.171219"
"Béja","BEJA NORD","E.P.NAGGACHIA","310518","rural","36.841059","9.265213"
"Béja","BEJA NORD","E.P.BOUKESLENE","310519","rural","36.745445","9.27428"
"Béja","BEJA NORD","E.P.BOUGATFA MUNCHAR","310520","rural","36.729871","9.314595"
"Béja","BEJA NORD","E.P.KSAR MEZOUAR GARE","310521","rural","36.787964","9.3279"
"Béja","BEJA NORD","E.P.KSAR MEZOUAR P AIN HANACH","310522","rural","36.816414","9.325731"
"Béja","BEJA NORD","E.P.CHARCHARA","310524","rural","36.883987","9.195674"
"Béja","BEJA NORD","E.P.JEBEL CHAARA","310525","rural","36.805075","9.207478"
"Béja","BEJA NORD","E.P.HENCHIR ABDERRAZAK","310526","rural","36.759456","9.150998"
"Béja","BEJA NORD","E.P.KALSADI","310528","urbain","36.433665","9.105381"
"Béja","BEJA NORD","E.P.CITE SUCRE 2","310529","urbain","36.733435","9.181924"
"Béja","BEJA NORD","E.P.CHORFA","310530","rural","36.844818","9.366361"
"Béja","BEJA NORD","E.P.KSAR BARDO","310532","urbain","36.735392","9.17375"
"Béja","BEJA NORD","E.P.OUED BEJA","310533","rural","36.736745","9.224437"
"Béja","BEJA NORD","E.P.MHALLA","310534","urbain","36.738388","9.170919"
"Béja","BEJA NORD","E.P.CITE EDHAHBIA","310535","urbain","36.731074","9.173547"
"Béja","BEJA NORD","E.P.EL GRIAA AIN EL KAHLA","310536","rural","36.827031","9.143212"
"Béja","BEJA NORD","E.P. EL MANAR","310537","urbain","36.732417","9.166403"
"Béja","BEJA NORD","E.P.El MOSTAKBEL","310538","urbain","36.741635","9.18988"
"Béja","BEJA SUD","E.P.SIDI FREJ","310702","urbain","36.72184267","9.195750031"
"Béja","BEJA SUD","E.P.AVENUE BOURGUIBA","310703","urbain","36.722744","9.1845314"
"Béja","BEJA SUD","E.P.HAOUARI","310708","urbain","36.71766577","9.193485134"
"Béja","BEJA SUD","E.P.KOUKA GARE","310709","rural","36.596754","9.111068"
"Béja","BEJA SUD","E.P.HAMMAM SAYALA-B.SFAR","310710","rural","36.66398126","9.150734848"
"Béja","BEJA SUD","E.P.SIDI SHILI PAR KOUKA GARE","310711","rural","36.6044625","9.115952337"
"Béja","BEJA SUD","E.P.HENCHIR EL MALEH","310712","rural","36.63936593","9.249776757"
"Béja","BEJA SUD","E.P.MASTOUTA","310713","rural","36.636297","9.1963457"
"Béja","BEJA SUD","E.P.AIN KSAR HADID","310714","rural","36.66028883","9.092445353"
"Béja","BEJA SUD","E.P.MAAGOULA 1 (2/3/34)","310715","urbain","36.711139","9.2118702"
"Béja","BEJA SUD","E.P.LAGHOUAL","310716","rural","36.59454457","9.167667446"
"Béja","BEJA SUD","E.P.BECHOUKE","310717","rural","36.63513639","9.259243079"
"Béja","BEJA SUD","E.P.MAAGOULA 2","310718","urbain","36.70592171","9.209789648"
"Béja","AMDOUN","E.P.AVENUE BOURGUIBA","311001","urbain","36.770366","9.09049"
"Béja","AMDOUN","E.P.ZAHET MEDIEN MHIRI","311002","urbain","36.765","9.087"
"Béja","AMDOUN","E.P.AIN SKHOUNA","311003","rural","36.807184","9.100723"
"Béja","AMDOUN","E.P.HENCHIR SKHOUNA","311004","rural","36.700993","9.057573"
"Béja","AMDOUN","E.P.EL GOUSSA","311005","rural","36.768661","9.033575"
"Béja","AMDOUN","E.P.EL JOUZA PAR ZAHRET MEDIEN","311006","rural","36.848449","9.005515"
"Béja","AMDOUN","E.P.MARJ EN NASSARA","311007","rural","36.796581","9.02715"
"Béja","AMDOUN","E.P.MERGAGA P ZAHRET MEDIEN","311008","rural","36.827705","8.997424"
"Béja","AMDOUN","E.P.TAMISSA","311009","rural","36.786121","8.98554"
"Béja","AMDOUN","E.P.GHORFA","311010","rural","36.822078","8.953728"
"Béja","AMDOUN","E.P.EL MAJALES","311011","rural","36.834176","9.060189"
"Béja","AMDOUN","E.P.MAGHRAOUA","311012","rural","36.788769","8.9432"
"Béja","AMDOUN","E.P.SIDI MBARAK","311013","rural","36.874516","9.024025"
"Béja","AMDOUN","E.P.HENCHIR BOUROUIS","311014","rural","36.82504","9.121778"
"Béja","AMDOUN","E.P.SIDI SAADOUNE","311015","rural","36.780895","9.079041"
"Béja","AMDOUN","E.P.HENCHIR DOUGHRAG","311016","rural","36.85215","9.046873"
"Béja","NEFZA","E.P.LA REPUBLIQUE","311501","urbain","36.975908","9.082121"
"Béja","NEFZA","E.P.NEFZA MHIRI","311502","urbain","36.975695","9.077313"
"Béja","NEFZA","E.P.OUCHTATA","311503","rural","36.961894","9.006053"
"Béja","NEFZA","E.P.TEBEBA","311504","rural","36.907628","9.14609"
"Béja","NEFZA","E.P.OULED SALEM","311505","rural","36.994923","8.997137"
"Béja","NEFZA","E.P.OULED KASEM","311506","rural","37.01958","9.047507"
"Béja","NEFZA","E.P.JEBEL DISS","311507","rural","36.99918003","9.133753225"
"Béja","NEFZA","E.P.OUED DAMOUS","311508","rural","37.033528","9.101943"
"Béja","NEFZA","E.P.ZAGA","311509","rural","36.922232","8.991668"
"Béja","NEFZA","E.P.GHAYADHA","311510","rural","36.944502","9.1626303"
"Béja","NEFZA","E.P.REMILA","311511","rural","36.927762","9.191931"
"Béja","NEFZA","E.P.OUED EL MAADEN","311512","rural","36.865215","9.104202"
"Béja","NEFZA","E.P.OUM LABID","311513","rural","36.999826","9.039321"
"Béja","NEFZA","E.P.JEMILA","311514","rural","36.948182","9.098551"
"Béja","NEFZA","E.P.JEMIL","311515","rural","36.947181","9.051224"
"Béja","NEFZA","E.P.RAS EL OUED","311516","rural","36.976423","9.182482"
"Béja","NEFZA","E.P.MAKTAA HADID/TEBARDGA","311517","rural","37.047807","9.026088"
"Béja","NEFZA","E.P.TABBOUBA","311518","rural","36.889159","9.085993"
"Béja","NEFZA","E.P.TAREF","311519","rural","36.928177","8.976636"
"Béja","NEFZA","E.P.DHIRAT","311520","rural","36.965288","9.116212"
"Béja","NEFZA","E.P.EUCH ZITOUN","311521","rural","37.026202","9.143464"
"Béja","NEFZA","E.P.HMAIDIA","311522","rural","36.947394","8.976777"
"Béja","NEFZA","E.P.OULED HOUIMEL","311523","rural","37.013747","9.08806"
"Béja","NEFZA","E.P.GARSTAYA","311524","rural","36.879879","9.146678"
"Béja","NEFZA","E.P.AHD JEDID","311525","urbain","36.983251","9.079681"
"Béja","NEFZA","E.P.EL OULIJA ","311526","rural","37.011246","8.970604"
"Béja","NEFZA","E.P.BOUGARNOUNA","311527","rural","36.945292","9.014762"
"Béja","NEFZA","E.P.AS'SANDEL","311528","rural","37.004","9.10189"
"Béja","NEFZA","E.P.TOUILA","311529","rural","36.968674","9.052226"
"Béja","THIBAR","E.P.DJEBBA 1","311702","rural","36.484206","9.106381"
"Béja","THIBAR","E.P.NCHIMA","311703","rural","36.56343421","9.095915101"
"Béja","THIBAR","E.P.AIN DFALI","311704","rural","36.482814","9.0587251"
"Béja","THIBAR","E.P.AVENUE BOURGUIBA","311705","urbain","36.521665","9.102509"
"Béja","THIBAR","E.P.DJEBBA 2","311706","rural","36.488775","9.093571"
"Béja","THIBAR","E.P.BELAICH","311707","rural","36.44695455","9.066969259"
"Béja","TEBOURSOUK","E.P.BAB JABLI","312001","urbain","36.459539","9.245839"
"Béja","TEBOURSOUK","E.P.RTE DE TUNIS","312002","urbain","36.461899","9.246406"
"Béja","TEBOURSOUK","E.P.EL MENCHIA","312003","urbain","36.449413","9.246387"
"Béja","TEBOURSOUK","E.P.DOUGGA NEUVE","312006","rural","36.398846","9.239459"
"Béja","TEBOURSOUK","E.P.AIN BEN CHEBL","312007","rural","36.422409","9.319603"
"Béja","TEBOURSOUK","E.P.RIHANA","312009","rural","36.422806","9.09403"
"Béja","TEBOURSOUK","E.P.BIR ETTOUTA","312010","rural","36.491402","9.225497"
"Béja","TEBOURSOUK","E.P.AIN MELLITI","312011","rural","36.498372","9.176854"
"Béja","TEBOURSOUK","E.P.AIN JEMMALA","312012","rural","36.494802","9.3146361"
"Béja","TEBOURSOUK","E.P.OULED MARII","312015","rural","36.550581","9.22977"
"Béja","TEBOURSOUK","E.P.CITE ENNASSIM","312016","urbain","36.455505","9.241512"
"Béja","TEBOURSOUK","E.P.AIN EL HAMMAM","312017","rural","36.38148","9.124896"
"Béja","TEBOURSOUK","E.P.AYADHI","312018","rural","36.525701","9.17534"
"Béja","GOUBELLATE","E.P.GOUBELLAT 1 IBN SINA","312501","urbain","36.540467","9.6629332"
"Béja","GOUBELLATE","E.P.CHEIKH EL OUEDIENE","312502","rural","36.496368","9.711994"
"Béja","GOUBELLATE","E.P.GRAM","312503","rural","36.520456","9.6108564"
"Béja","GOUBELLATE","E.P.DOUR ISMAIL","312504","rural","36.549396","9.787282"
"Béja","GOUBELLATE","E.P.KHACHEB","312505","rural","36.5540614","9.728283029"
"Béja","GOUBELLATE","E.P.BIR EL EUCH","312506","rural","36.471525","9.625539"
"Béja","GOUBELLATE","E.P.ETTALLA","312507","rural","36.581913","9.819844"
"Béja","GOUBELLATE","E.P.KHENIGUET EDDAHHANE","312508","rural","36.470278","9.664363"
"Béja","GOUBELLATE","E.P. IBN KHALDOUN GOUBELLAT 2","312509","urbain","36.550345","9.660177"
"Béja","GOUBELLATE","E.P.SIDI NASR","312510","rural","36.472429","9.602755"
"Béja","GOUBELLATE","E.P.EL GAMARTI","312511","rural","36.32","9.38"
"Béja","MEJEZ EL BAB","E.P.AVENUE BOURGUIBA","314001","urbain","36.648709","9.611959"
"Béja","MEJEZ EL BAB","E.P.R.18/1/52","314003","urbain","36.646357","9.6001692"
"Béja","MEJEZ EL BAB","E.P.EL HERY","314004","rural","36.725446","9.66403"
"Béja","MEJEZ EL BAB","E.P.TOUKABEUR","314006","rural","36.708726","9.522851"
"Béja","MEJEZ EL BAB","E.P.SIDI AHMED JEDIDI","314008","rural","36.661767","9.514809"
"Béja","MEJEZ EL BAB","E.P.SIDI MEDIEN","314009","rural","36.631684","9.7556554"
"Béja","MEJEZ EL BAB","E.P.SIDI NASR","314010","rural","36.681966","9.568194"
"Béja","MEJEZ EL BAB","E.P.GRICH EL OUED","314012","rural","36.679267","9.6658866"
"Béja","MEJEZ EL BAB","E.P.EL KSAR TASTOUR ","314013","rural","36.758584","9.472623"
"Béja","MEJEZ EL BAB","E.P.CHAOUACH","314015","rural","36.711604","9.539617"
"Béja","MEJEZ EL BAB","E.P.EL GRIAAT 1","314016","rural","36.696989","9.746677"
