"governorate","delegation","School","code_auto","type","lat","long"
"Tunis","TUNIS EL MADINA","E.P.BAB JEDID","100101","urbain","36.79216","10.173194"
"Tunis","TUNIS EL MADINA","E.P.RUE EL MARR","100104","urbain","36.473968","10.1075"
"Tunis","TUNIS EL MADINA","E.P.ABD AZIZ LASREM","100107","urbain","36.796852","10.174021"
"Tunis","TUNIS EL MADINA","E.P.7 RUE DOCTEUR CASSAR","100110","urbain","36.80274","10.1699"
"Tunis","TUNIS EL MADINA","E.P.AP.SADIKI RUE SINAN PACHA","100115","urbain","36.798828","10.166001"
"Tunis","TUNIS EL MADINA","E.P.PLACE LEADER","100116","urbain","36.79269","10.164906"
"Tunis","TUNIS BAB BHAR","E.P.RUE CHARLES DE GAULLE","100301","urbain","36.794697","10.178131"
"Tunis","TUNIS BAB BHAR","E.P.17 RUE DE RUSSIE","100304","urbain","36.794551","10.17733961"
"Tunis","TUNIS BAB BHAR","E.P.16 RUE EL IDRISSI","100307","urbain","36.482663","10.103779"
"Tunis","TUNIS BAB BHAR","E.P.12.RUE ALI JELILI","100309","urbain","36.807989","10.179"
"Tunis","TUNIS BAB BHAR","E.P.18 RUE DE L'INDE","100312","urbain","36.811464","10.18236"
"Tunis","TUNIS BAB BHAR","E.P.29 RUE DE MARSEILLE","100314","urbain","36.803462","10.181684"
"Tunis","TUNIS BAB BHAR","E.P.80 RUE ABD RAZAK CHRAIBI","100315","urbain","36.79533573","10.18627077"
"Tunis","TUNIS BAB BHAR","E.P.16 RUE DE RUSSIE","100318","urbain","36.79524883","10.17729156"
"Tunis","EL KHADRA","E.P.CITE OLYM.MONGI SLIM","100402","urbain","36.838059","10.196148"
"Tunis","EL KHADRA","E.P.2/3/34 CITE KHADRA 6","100403","urbain","36.828679","10.196489"
"Tunis","EL KHADRA","E.P.MAHMOUD BEN CHABAAN14-1","100404","urbain","36.833448","10.194873"
"Tunis","EL KHADRA","E.P.RUE CLAUDE BERNARD","100406","urbain","36.823159","10.181818"
"Tunis","EL KHADRA","E.P. BERGES DU LAC","100407","urbain","36.836388","10.246522"
"Tunis","EL KHADRA","E.P.el LAC 2","100408","urbain","36.832508987356","10.232164297194"
"Tunis","BAB SOUIKA","E.P.55 RUE BAB SOUIKA","100501","urbain","36.80547818","10.17032454"
"Tunis","BAB SOUIKA","E.P.SIDI ALOUI/EL HALFAOUINE","100502","urbain","36.80778845","10.16497578"
"Tunis","BAB SOUIKA","E.P.RUE DES ARCS","100504","urbain","36.806136","10.163182"
"Tunis","BAB SOUIKA","E.P.3 HASSEN BELKHODJA","100509","urbain","36.81141002","10.17304701"
"Tunis","KABBARIA","E.P.KABARIA  1","100601","urbain","36.747045","10.189883"
"Tunis","KABBARIA","E.P.KABARIA  3","100602","urbain","36.762623","10.191848"
"Tunis","KABBARIA","E.P.KABARIA  4","100603","urbain","36.763608","10.19356"
"Tunis","KABBARIA","E.P.KABARIA  5","100604","urbain","36.760277","10.184504"
"Tunis","KABBARIA","E.P.OUARDIA  2","100606","urbain","36.756547","10.196735"
"Tunis","KABBARIA","E.P.OUARDIA  6","100607","urbain","36.753246","10.19848"
"Tunis","KABBARIA","E.P.MOUROUG 2 C.MUNICIPALITE","100608","urbain","36.759688","10.190135"
"Tunis","KABBARIA","E.P.IBN SINA 1","100609","urbain","36.754021","10.193599"
"Tunis","KABBARIA","E.P.CITE ENNOUR 1","100610","urbain","36.748363","10.203457"
"Tunis","KABBARIA","E.P.IBN SINA 2","100611","urbain","36.754763","10.189115"
"Tunis","KABBARIA","E.P.MOUROUJE 2/Ibnkhaldoun","100612","urbain","36.74054","10.198654"
"Tunis","KABBARIA","E.P.CITE ENNOUR 2","100613","urbain","36.751854","10.201324"
"Tunis","KABBARIA","E.P.IBN SINA 6-1 EL IMTIEZ","100614","urbain","36.747548","10.17898"
"Tunis","KABBARIA","E.P.MED ElMESADI(IBN SINA 6-2)","100615","urbain","36.751285","10.176754"
"Tunis","KABBARIA","E.P.MOUROUJE 2 EL GHAZALI","100616","urbain","36.742724","10.204043"
"Tunis","KABBARIA","E.P.El MANARA (IBN SINA 6/3)","100617","urbain","36.751701","10.179678"
"Tunis","KABBARIA","E.P.EN'NAJMA EZZAHRA KABBARIA","100618","urbain","36.745089","10.18177"
"Tunis","KABBARIA","E.P.EL HANA EL MOUROUJ 2","100619","urbain","36.741792","10.19302"
"Tunis","TUNIS SIDI EL BECHIR","E.P.RUE ALI DOUAGI MONFLERI","100702","urbain","36.78437917","10.17692368"
"Tunis","TUNIS SIDI EL BECHIR","E.P.RUE KARABAKA MONFLERI","100703","urbain","36.783645","10.175293"
"Tunis","TUNIS SIDI EL BECHIR","E.P.RUE DU SAHEL","100704","urbain","36.782731","10.17423"
"Tunis","TUNIS SIDI EL BECHIR","E.APP.RUE DES SAVANTS","100723","urbain","36.789672","10.172931"
"Tunis","TUNIS SIDI EL BECHIR","E.P.CITE HILAL 1","100725","urbain","36.782062","10.168417"
"Tunis","TUNIS SIDI EL BECHIR","E.P.CITE HILAL 2","100728","urbain","36.778387","10.169824"
"Tunis","EL OUERDIA","E.P.RUE KHARROUBA","100801","urbain","36.776845","10.1915"
"Tunis","EL OUERDIA","E.P.RUE DE LA SOMME","100804","urbain","36.778803","10.188725"
"Tunis","EL OUERDIA","E.P.EL OUARDIA 1","100812","urbain","36.76803","10.18611"
"Tunis","EL OUERDIA","E.P.RUE SALAH MALKI-EL WAFA","100815","urbain","36.769611","10.179261"
"Tunis","EL OUERDIA","E.P.CITE IZDIHAR","100816","urbain","36.770372","10.182757"
"Tunis","EL OUERDIA","E.P.2 MARS  LA CANIA","100817","urbain","36.772516","10.181368"
"Tunis","EL OUERDIA","E.P.CITE MED ALI","100818","urbain","36.767717","10.185852"
"Tunis","LA GOULETTE","E.P.9 RUE 2 MARS 34","101301","urbain","36.817708","10.303804"
"Tunis","LA GOULETTE","E.P.RUE KHEIREDDINE","101304","urbain","36.827204","10.311495"
"Tunis","LA GOULETTE","E.P.AOUINA RTE SOUKRA","101305","urbain","36.851601","10.258233"
"Tunis","LA GOULETTE","E.P.AOUINA CITE MHIRI","101307","urbain","36.850733","10.264224"
"Tunis","LA GOULETTE","E.P.CITE DES IMMEUBLES","101309","urbain","36.85235","10.259549"
"Tunis","LA GOULETTE","E.P. jardin ELAOUINA","101310","urbain","36.495622","10.135592"
"Tunis","JEBEL JLOUD","E.P.RUE HAMMAM-LIF","101401","urbain","36.764689","10.20398"
"Tunis","JEBEL JLOUD","E.P.ROUTE LACAGNA","101402","urbain","36.766994","10.195197"
"Tunis","JEBEL JLOUD","E.P.RUE PHILIPE VILLE","101403","urbain","36.770115","10.197978"
"Tunis","JEBEL JLOUD","E.P.SIDI FATHALLAH 1","101405","urbain","36.764706","10.204458"
"Tunis","JEBEL JLOUD","E.P.SIDI FATHALLAH 2","101408","urbain","36.765087","10.204453"
"Tunis","JEBEL JLOUD","E.P.CITE THAMEUR","101409","urbain","36.759691","10.21179"
"Tunis","EL MARSA","E.P.RUE DES ROSES","101608","urbain","36.886307","10.325267"
"Tunis","EL MARSA","E.P.AVENUE BOURGUIBA","101609","urbain","36.881794","10.326371"
"Tunis","EL MARSA","E.P.CITE RIADH EL MARSA","101610","urbain","36.88437","10.312411"
"Tunis","EL MARSA","E.P.AV. T. M'HIRI","101611","urbain","36.880702","10.327344"
"Tunis","EL MARSA","E.P.GAMMARTH Village","101612","urbain","36.905363","10.300057"
"Tunis","EL MARSA","E.P.SIDI DAOUD","101613","urbain","36.864863","10.302975"
"Tunis","EL MARSA","E.P Farhat Hached","101615","urbain","36.89012","10.309257"
"Tunis","EL MARSA","E.P.BAHER LAZREG","101616","urbain","36.875392","10.290996"
"Tunis","EL MARSA","E.P.RUE MOHAMED ALI","101617","urbain","36.878011","10.311535"
"Tunis","EL MARSA","E.P.CITE NOUVELLE","101618","urbain","36.886663","10.304983"
"Tunis","EL MARSA","E.P. HARROUCHE EL MARSA","101619","urbain","36.90905","10.290909"
"Tunis","EL MARSA","E.P.CITE EL KHALIL","101620","urbain","36.532401","10.181115"
"Tunis","CARTHAGE","E.P.RUE PLUTARQUE SALAMBO","101901","urbain","36.843176","10.32298636"
"Tunis","CARTHAGE","E.P.32 C.IB.NAF.CARTHAGE BYRSA","101902","urbain","36.848599","10.32120492"
"Tunis","CARTHAGE","E.P.2 RUE TANIT CARTHAGE","101903","urbain","36.854063","10.3288649"
"Tunis","CARTHAGE","E.P.RUE IBN KHALDOUN AMILKAR","101904","urbain","36.868998","10.33714778"
"Tunis","CARTHAGE","E.P.6 RUE 2 MARS SIDI BOUSAID","101905","urbain","36.870652","10.34497876"
"Tunis","CARTHAGE","E.P CARTHAGE YASSMINA RUE TAREK IBN ZIED","101906","urbain","36.84790159","10.31052333"
"Tunis","CARTHAGE","E.P.CITE MOHAMED ALI","101907","urbain","36.85432161","10.3102295"
"Tunis","CARTHAGE","E.P.TUNISIE INTERNATIONAL","109901","urbain","36.84897","10.30161"
"Tunis","EL KREM","E.P.RUE DE LIBYE SALAMBO","102201","urbain","36.843364","10.31511"
"Tunis","EL KREM","E.P.RUE BOUCHOUCHA","102202","urbain","36.831541","10.317284"
"Tunis","EL KREM","E.P.AVENUE BOURGUIBA","102203","urbain","36.832481","10.315827"
"Tunis","EL KREM","E.P.CHERIFA MESSADI","102204","urbain","36.855839","10.281636"
"Tunis","EL KREM","E.P.SIDI AMOR","102205","urbain","36.844066","10.305681"
"Tunis","EL KREM","E.P.M.SLIM AIN ZAGHOUAN S.CH.","102206","urbain","36.877947","10.267505"
"Tunis","EL KREM","E.P.2 R.FARHAT HACHED","102207","urbain","36.839035","10.308839"
"Tunis","EL KREM","E.P.1 RUE 5 DECEMBRE","102208","urbain","36.838976","10.307466"
"Tunis","EL MENZAH","E.P.PLACE MENDES FRANCE","110905","urbain","36.832601","10.172066"
"Tunis","EL MENZAH","E.P.RUE HEDI KHEFACHA","110907","urbain","36.83724","10.17835"
"Tunis","EL MENZAH","E.P.CITE EL MANAR 2","110912","urbain","36.83609","10.15692"
"Tunis","EL MENZAH","E.P.MENZEH 9","110914","urbain","36.84716","10.15628"
"Tunis","EL MENZAH","E.P.MANAR 1","110915","urbain","36.83395","10.15271"
"Tunis","EL MENZAH","E.P.JARDIN EL MANZAH","110916","urbain","36.844071","10.13253"
"Tunis","EL OMRANE","E.P.RUE DE FESS/ RAS ETTABIA","111002","urbain","36.820129","10.142721"
"Tunis","EL OMRANE","E.P.BIR ATIG JBAL LAHMER","111003","urbain","36.819647","10.155509"
"Tunis","EL OMRANE","E.P.BIR KRAM JBAL LAHMER","111004","urbain","36.818221","10.158872"
"Tunis","EL OMRANE","E.P.EL FAOUEZ EL OMRAN","111006","urbain","36.822005","10.164232"
"Tunis","EL OMRANE","E.P.CITE DES OLIVIERS 1","111008","urbain","36.819811","10.158435"
"Tunis","EL OMRANE","E.P.16 RUE BICHARA EL KHOURI","111009","urbain","36.814544","10.165967"
"Tunis","EL OMRANE","E.P.2 MARS 34 EL OMRANE","111010","urbain","36.820435","10.164763"
"Tunis","EL OMRANE","E.P.RUE POLOGNE","111020","urbain","36.810963","10.155486"
"Tunis","EL OMRANE","E.P.CITE DES OLIVIERS 2","111021","urbain","36.819719","10.158287"
"Tunis","EL OMRANE","E.P.CITE ERROMANA","111028","urbain","36.822771","10.144809"
"Tunis","BARDO","E.P.AVENUE HBIB BOURGUIBA","111101","urbain","36.808597","10.137898"
"Tunis","BARDO","E.P.RUE ESSANAOUBAR BARDO","111102","urbain","36.807919","10.146844"
"Tunis","BARDO","E.P.RUE MEDENINE BARDO","111108","urbain","36.807712","10.129226"
"Tunis","BARDO","E.P.RUE TAZARKA BARDO","111109","urbain","36.810392","10.141242"
"Tunis","BARDO","E.P.R.DES ORANGERS","111110","urbain","36.81039","10.14608"
"Tunis","BARDO","E.P.ESSAIDIA BARDO","111112","urbain","36.802728","10.126679"
"Tunis","BARDO","E.P.KSAR SAID 1","111113","urbain","36.816627","10.121301"
"Tunis","BARDO","E.P.CITE RIADH BARDO","111114","urbain","36.81446","10.1318"
"Tunis","BARDO","E.P.CITE DES OFFICIERS BARDO","111115","urbain","36.799692","10.122916"
"Tunis","BARDO","E.P.2 MARS 34 KSAR SAID 2","111116","urbain","36.821426","10.122217"
"Tunis","BARDO","E.P.KSAR SAID 3","111117","urbain","36.824353","10.118075"
"Tunis","BARDO","E.P.RUE HEDI CHAKER BARDO","111118","urbain","36.801176","10.135385"
"Tunis","BARDO","E.P.IBN SINA BARDO","111119","urbain","36.829822","10.114952"
"Tunis","SEJOUMI","E.P.EN'NAJEH MALLASSIN","111205","urbain","36.790653","10.1619"
"Tunis","SEJOUMI","E.P.2 MARS 34 MALLASSINE","111213","urbain","36.798096","10.158533"
"Tunis","SEJOUMI","E.P.BAB KHALED MALLASSIN","111232","urbain","36.792488","10.158698"
"Tunis","EZZOUHOUR","E.P.AMMARIA RUE 4157","111501","urbain","36.799866","10.145388"
"Tunis","EZZOUHOUR","E.P.CITE TAYARANE 1 RUE 4616","111502","urbain","36.7965","10.14595"
"Tunis","EZZOUHOUR","E.P.CITE ZOUHOUR 1 R.ROMARIN","111503","urbain","36.797804","10.134403"
"Tunis","EZZOUHOUR","E.P.ZOUHOUR 4 RUE 4200","111504","urbain","36.795854","10.12602"
"Tunis","EZZOUHOUR","E.P.SOMRANE RUE 4137","111505","urbain","36.797761","10.138963"
"Tunis","EZZOUHOUR","E.P.CITE TAYARANE 2","111506","urbain","36.795877","10.14049"
"Tunis","EZZOUHOUR","E.P.CITE TAYARANE 3","111507","urbain","36.793973","10.142969"
"Tunis","EZZOUHOUR","E.P.BACH HAMBA 2","111508","urbain","36.791349","10.127092"
"Tunis","EZZOUHOUR","E.P.CITE B. SDIRA","111509","urbain","36.789252","10.131121"
"Tunis","ETTAHRIR","E.P.ETTAHRIR 1","111701","urbain","36.823941","10.126603"
"Tunis","ETTAHRIR","E.P.CITE ETTAHRIR 2","111702","urbain","36.824321","10.125575"
"Tunis","ETTAHRIR","E.P.CITE ETTAHRIR 3","111703","urbain","36.827795","10.127022"
"Tunis","ETTAHRIR","E.P.ETTAHRIR SUPERIEUR","111705","urbain","36.835476","10.120726"
"Tunis","EL OMRANE SUP.","E.P.CITE IBN KHALDOUN 2","111807","urbain","36.823595","10.138052"
"Tunis","EL OMRANE SUP.","E.P.CITE IBN KHALDOUN 3","111808","urbain","36.830634","10.140082"
"Tunis","EL OMRANE SUP.","E.P.CITE IBN KHALDOUN 5","111810","urbain","36.832417","10.129491"
"Tunis","EL OMRANE SUP.","E.P.CITE IBN KHALDOUN 6","111811","urbain","36.835616","10.129406"
"Tunis","EL OMRANE SUP.","E.P.EL INTILAKA 2","111812","urbain","36.837394","10.118817"
"Tunis","EL OMRANE SUP.","E.P.CITE EL INTILAKA 3","111813","urbain","36.8411","10.126966"
"Tunis","EL OMRANE SUP.","E.P.CITE EL INTILAKA 1- 2/3/34","111814","urbain","36.839934","10.11963"
"Tunis","EL OMRANE SUP.","E.P.EL IMAM IBN ARAFA","111815","urbain","36.837493","10.131752"
"Tunis","EL OMRANE SUP.","E.P.ECH CHEBBI -EL OMRANE SUP 2/3/1934","111816","urbain","36.840324","10.130297"
"Tunis","EL HARAYRIA","E.P.CITE EL ZOUHOUR 4 PROLONGEE","112005","urbain","36.793974","10.121875"
"Tunis","EL HARAYRIA","E.P.ZOUHOUR 5 PROLONGEE 1","112006","urbain","36.789193","10.109886"
"Tunis","EL HARAYRIA","E.P.CITE EL ZOUHOUR 5 PROLONGE 2","112007","urbain","36.788784","10.109431"
"Tunis","EL HARAYRIA","E.P.CITE EL ZOUHOUR 5-1 ","112008","urbain","36.7901043","10.1061693"
"Tunis","EL HARAYRIA","E.P.ECHAHID MED YASSINE (2 MARS 34 HRAIRIA 4)","112009","urbain","36.787866","10.123078"
"Tunis","EL HARAYRIA","E.P.CITE BOUZAIENE ZOUHOUR","112010","urbain","36.795704","10.117796"
"Tunis","EL HARAYRIA","E.P.HRAYRIA 3","112012","urbain","36.790492","10.121185"
"Tunis","EL HARAYRIA","E.P.CITE EL ANTIT","112014","urbain","36.795086798589","10.10833257745"
"Tunis","EL HARAYRIA","E.P.OKBA IBN NAFAA 2 ZOUHOUR","112015","urbain","36.788152","10.10206"
"Tunis","EL HARAYRIA","E.P.CITE ZOUHOUR 5-2","112016","urbain","36.789508","10.106536"
"Tunis","EL HARAYRIA","E.P.18 JANVIER HRAIRIA","112020","urbain","36.79031","10.118644"
"Tunis","EL HARAYRIA","E.P.ZAHROUNI","112021","urbain","36.79302664","10.11637641"
"Tunis","EL HARAYRIA","E.P.CITE ESSALAMA","112023","urbain","36.784719","10.115613"
"Tunis","EL HARAYRIA","E.P.GHEDIR EL GUOLLA","112025","urbain","36.779258","10.053083"
"Tunis","EL HARAYRIA","E.P.CITE EL FOLLA","112027","urbain","36.7971584","10.10535617"
"Tunis","EL HARAYRIA","E.P.EL MECHTEL 1","112031","urbain","36.793735","10.096394"
"Tunis","EL HARAYRIA","E.P.MECHTEL 2","112032","urbain","36.788089","10.100729"
"Tunis","EL HARAYRIA","E.P.OKBA IBN NAFAA 1","112033","urbain","36.787875","10.101569"
"Tunis","EL HARAYRIA","E.P.CITE ESSAHA","112034","urbain","36.792602","10.087417"
"Tunis","EL HARAYRIA","E.P.CITE ELOUAHA","112035","urbain","36.46476","10.043655"
"Tunis","SIDI HASSINE","E.P.ATTAR","112101","urbain","36.732479","10.068868"
"Tunis","SIDI HASSINE","E.P.BIRINE","112102","urbain","36.717791","10.107401"
"Tunis","SIDI HASSINE","E.P.BORJ CHAKIR","112103","urbain","36.76433717","10.07670802"
"Tunis","SIDI HASSINE","E.P.MGHIRA ENZEL","112104","urbain","36.71110604","10.13410167"
"Tunis","SIDI HASSINE","E.P.SEJOUMI","112105","urbain","36.754737","10.117184"
"Tunis","SIDI HASSINE","E.P.SIDI HASSINE 1","112106","urbain","36.768604","10.114181"
"Tunis","SIDI HASSINE","E.P.ECHEBI CITE MRAD","112107","urbain","36.768448","10.099733"
"Tunis","SIDI HASSINE","E.P.CITE 20 MARS SIJOUMI","112108","urbain","36.75273262","10.11072482"
"Tunis","SIDI HASSINE","E.P.SIDI HASSINE 2","112109","urbain","36.77240468","10.11304194"
"Tunis","SIDI HASSINE","E.P.SIDI ABDALLAH ELMAYOU ","112110","urbain","36.730821","10.123266"
"Tunis","SIDI HASSINE","E.P.CITE EL FATH","112111","urbain","36.761596","10.112074"
"Tunis","SIDI HASSINE","E.P.CITE BOUGATFA","112112","urbain","36.776747","10.10521"
"Tunis","SIDI HASSINE","E.P.EL JAYARA 1","112113","urbain","36.768173","10.093439"
"Tunis","SIDI HASSINE","E.P.SIDI HASSINE 3","112114","urbain","36.767029","10.11168"
"Tunis","SIDI HASSINE","E.P.EL JAYARA 2","112116","urbain","36.767754","10.088395"
"Tunis","SIDI HASSINE","E.P.SIDI HASSINE 4 - C.25juil.","112117","urbain","36.744448","10.119402"
"Tunis","SIDI HASSINE","E.P.OMAR EL MOKHTAR","112118","urbain","36.731851","10.127258"
"Tunis","SIDI HASSINE","E.P.CITE EL MONGI SLIM ELMGHIRA","112119","urbain","36.7102938","10.14280051"
"Tunis","SIDI HASSINE","E.P TAKSSIM EL MOEZ","112120","urbain","36.7492092","10.1022278"
"Ariana","KALAAT EL ANDALOSS","E.P.AV.BOURGUIBA KA.ANDALEUS 1","120601","urbain","37.059633","10.111739"
"Ariana","KALAAT EL ANDALOSS","E.P.KALAAT ANDLEUS 2","120602","urbain","37.061908","10.120414"
"Ariana","KALAAT EL ANDALOSS","E.P.PONT DE BIZERTE","120603","rural","36.992895","10.062795"
"Ariana","KALAAT EL ANDALOSS","E.P.BORJ YOUSSEF","120604","rural","36.943964","10.098761"
"Ariana","KALAAT EL ANDALOSS","E.P.BOUHNACHE","120605","rural","36.97341","10.135432"
"Ariana","KALAAT EL ANDALOSS","E.P. KAL.ANDALEUS 3","120606","urbain","37.058083","10.1199"
"Ariana","KALAAT EL ANDALOSS","E.P.ENNAHLI","120607","rural","36.891405","10.133073"
"Ariana","KALAAT EL ANDALOSS","E.P.SIDI AISSA K.ANDALOUS 4","120609","urbain","37.060718","10.114576"
"Ariana","KALAAT EL ANDALOSS","E.P.MOUROUJ","120610","urbain","37.055068","10.114837"
"Ariana","SIDI THABET","E.P.BEJAOUA 2 PAR OUED ELLIL","120801","rural","36.862134","10.007054"
"Ariana","SIDI THABET","E.P.CEBBALET BEN AMMAR","120802","rural","36.910917","10.104169"
"Ariana","SIDI THABET","E.P. M'BARKA 2","120803","urbain","36.534693","10.013679"
"Ariana","SIDI THABET","E.P.SIDI THABET 1","120805","urbain","36.909693","10.04409"
"Ariana","SIDI THABET","E.P.SIDI THABET 2 ","120806","rural","36.896313","10.026376"
"Ariana","SIDI THABET","E.P.M'BARKA 1 ","120807","urbain","36.903928","10.026167"
"Ariana","SIDI THABET","E.P.EL BOKRI CEBBALET B.AMMAR","120809","rural","36.894525","10.109766"
"Ariana","SIDI THABET","E.P.CHORFECH 24","120810","rural","36.958412","10.078855"
"Ariana","SIDI THABET","E.P.EL JEBBESS","120811","rural","36.888082","10.082203"
"Ariana","SOKRA","E.P.CITE SAHLI ROTE SOUKRA","121203","urbain","36.867766","10.220731"
"Ariana","SOKRA","E.P.CITE EL HEDI NOUIRA","121204","urbain","36.872198","10.196858"
"Ariana","SOKRA","E.P.B.LOUZIR CITE ETTAAMIR 5","121206","urbain","36.866548","10.202213"
"Ariana","SOKRA","E.P.CHOUTRANA","121207","urbain","36.88619","10.218649"
"Ariana","SOKRA","E.P.SOUKRA POSTE","121208","urbain","36.875745","10.245137"
"Ariana","SOKRA","E.P.SIDI FRAJ SOKKRA","121209","urbain","36.878062","10.267659"
"Ariana","SOKRA","E.P.CITE SAHHA . B. LOUZI","121211","urbain","36.874338","10.205892"
"Ariana","SOKRA","E.P.DAR FADHAL 1 SOUKRA","121212","urbain","36.86364","10.247971"
"Ariana","SOKRA","E.P.CITE NASSIM ARIANA","121214","urbain","36.874496","10.194261"
"Ariana","SOKRA","E.P.SIDI SOUFIANE","121217","urbain","36.872484","10.214841"
"Ariana","SOKRA","E.P.DAR FADHAL 2","121220","urbain","36.87035","10.245396"
"Ariana","SOKRA","E.P.EN'KHILETTE ","121221","urbain","36.879273","10.191455"
"Ariana","SOKRA","E.P.EL MANSOURA ARIANA","121222","urbain","36.884773","10.200429"
"Ariana","SOKRA","E.P.CITE BEHI LADGHAM","121223","urbain","36.879943","10.202569"
"Ariana","SOKRA","E.P.EZZOUEIDIA","121224","urbain","36.867257","10.285895"
"Ariana","SOKRA","E.P.DAR FADHAL 3","121225","urbain","36.863973","10.243449"
"Ariana","RAOUED","E.P.BORJ TOUIL","121601","rural","36.926108","10.137327"
"Ariana","RAOUED","E.P.CITE CHAKER","121602","rural","36.94554","10.163447"
"Ariana","RAOUED","E.P.JAAFER NORT","121603","urbain","36.918574","10.178743"
"Ariana","RAOUED","E.P.JAAFAR 1","121604","urbain","36.900135","10.180824"
"Ariana","RAOUED","E.P.RAOUED ARIANA","121605","urbain","36.952539","10.186996"
"Ariana","RAOUED","E.P.IMAM SAHNOUN CITE GHAZALA","121610","urbain","36.889101","10.17556"
"Ariana","RAOUED","E.P.ABOULKACEM CHEBBI GHAZALA","121613","urbain","36.892481","10.164098"
"Ariana","RAOUED","E.P.CITE LA COLOMBE RAOUED","121615","urbain","36.938214","10.178241"
"Ariana","RAOUED","E.P.JAAFAR 2","121618","urbain","36.910606","10.182895"
"Ariana","RAOUED","E.P.EL FARABI CITE EL GHAZALA","121619","urbain","36.885614","10.174795"
"Ariana","RAOUED","E.P.ARIANA ESSOGHRA","121620","urbain","36.9012","10.18466"
"Ariana","RAOUED","E.P. EL YAMAMA 2","121621","urbain","36.93815","10.17766"
"Ariana","RAOUED","E.P. RAOUED 2","121622","urbain","36.955586","10.200514"
"Ariana","RAOUED","E.P RAOUED PLAGE","121623","urbain","36.956242578452","10.215748251188"
"Ariana","RAOUED","E.P.NOUR JAAFAR","121624","urbain","36.910771113617","10.182522188454"
"Ariana","ARIANA","E.P.RIADH El ANDALOUS","121701","urbain","36.87902579","10.17441828"
"Ariana","ARIANA","E.P.SIDI JEBALI","121702","urbain","36.86162559","10.19417118"
"Ariana","ARIANA","E.P.ARIANA RTE DE BIZERTE","121703","urbain","36.86406141","10.1857847"
"Ariana","ARIANA","E.P.HABIB THAMEUR","121704","urbain","36.857092","10.192214"
"Ariana","ARIANA","E.P.RIADH ENNASR","121706","urbain","36.86143782","10.15833675"
"Ariana","ARIANA","E.P.ARIANA F HACHED","121707","urbain","36.856035","10.188638"
"Ariana","ARIANA","E.P. CITE ENNOUR","121708","urbain","36.857064","10.198567"
"Ariana","ARIANA","E.P.B.LA LIBERTE ARIANA NEUVE","121709","urbain","36.851034","10.181445"
"Ariana","ARIANA","E.P.MENZAH 5/1 AV. D'AFRIQUE","121710","urbain","36.847264","10.178729"
"Ariana","ARIANA","E.P.CITE ETTAAMIR 1","121713","urbain","36.86064464","10.19924847"
"Ariana","ARIANA","E.P.RUE FERDOUS","121715","urbain","36.865701","10.190559"
"Ariana","ARIANA","E.P.ARIANA SUPRIEURE","121721","urbain","36.86226853","10.17792118"
"Ariana","ARIANA","E.P.RUE BILEL EL MENZAH 6","121722","urbain","36.85081291","10.16243169"
"Ariana","ARIANA","E.P.EL MENZAH 7","121728","urbain","36.849575","10.15828"
"Ariana","ARIANA","E.P.BORJ TOURKI","121729","urbain","36.869435","10.169289"
"Ariana","ARIANA","E.P.El MENZAH 8","121736","urbain","36.85873","10.175866"
"Ariana","ARIANA","E.P.CITE ENNASR","121737","urbain","36.86281405","10.16993748"
"Ariana","CITE TADHAMON","E.P.CITE TADHAMON 1","123501","urbain","36.829938","10.112186"
"Ariana","CITE TADHAMON","E.P.CITE TADHAMON 1 BIS","123502","urbain","36.830424","10.111486"
"Ariana","CITE TADHAMON","E.P.CITE TADHAMON 2","123503","urbain","36.834934","10.10741"
"Ariana","CITE TADHAMON","E.P.CITE TADHAMON 2 MARS 34","123504","urbain","36.834648","10.108125"
"Ariana","CITE TADHAMON","E.P.CITE TADHAMON 4","123506","urbain","36.835384","10.096212"
"Ariana","CITE TADHAMON","E.P.CITE TADHAMON 5 T.IBN ZIED","123507","urbain","36.833036","10.115077"
"Ariana","CITE TADHAMON","E.P.18 JANVIER 52 CITE THADHAM","123508","urbain","36.831228","10.099447"
"Ariana","CITE TADHAMON","E.P.TADHAMON 3 - ECHABBI","123509","urbain","36.827916","10.10489"
"Ariana","CITE TADHAMON","E.P.EL AMAL ETTADHAMEN 3 BIS","123521","urbain","36.83918","10.09518"
"Ariana","CITE TADHAMON","E.P.CITE TADHAMEN 4 BIS","123522","urbain","36.835609","10.096471"
"Ariana","CITE TADHAMON","E.P.RUE T.M'HIRI","123523","urbain","36.838982","10.095738"
"Ariana","MNIHLA","E.P.EL MNIHLA","124001","urbain","36.857578","10.115243"
"Ariana","MNIHLA","E.P.CITE NASR 1","124002","urbain","36.845901","10.114018"
"Ariana","MNIHLA","E.P.CITE NASR 2","124003","urbain","36.841549","10.113277"
"Ariana","MNIHLA","E.P.OUED ERROUMI 1","124004","urbain","36.842487","10.096915"
"Ariana","MNIHLA","E.P.SANHAJI","124005","urbain","36.879075","10.116904"
"Ariana","MNIHLA","E.P.IBN SINA","124006","urbain","36.850413","10.121208"
"Ariana","MNIHLA","E.P.LA REPUBLIQUE 2","124007","urbain","36.846668","10.109471"
"Ariana","MNIHLA","E.P.OUED ERROUMI 2 EL BASATINE","124008","urbain","36.844712","10.098792"
"Ariana","MNIHLA","E.P.JOUMHOURIA  1","124009","urbain","36.846846","10.109681"
